,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
1586,EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N
1587,EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",S,N,N,100,N,N
1588,EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,G,N,N,100,Y,N
1589,EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,Q,N,N,100,N,N
1590,EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,G,N,N,100,N,N
1591,EVOXU,Evolution Global Acquisition Corp - Units,G,N,N,100,N,N
1592,EVOXW,Evolution Global Acquisition Corp - Warrants,G,N,N,100,N,N
1593,EVRG,"Evergy, Inc. - Common Stock",Q,N,N,100,N,N
1594,EVSD,Eaton Vance Short Duration Income ETF,G,N,N,100,Y,N
1595,EVTV,"Envirotech Vehicles, Inc. - Common stock",S,N,D,100,N,N
1596,EVYM,Eaton Vance High Income Municipal ETF,G,N,N,100,Y,N
1597,EWBC,"East West Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
1598,EWCZ,"European Wax Center, Inc. - Class A Common Stock",Q,N,N,100,N,N
1599,EWJV,iShares MSCI Japan Value ETF,G,N,N,100,Y,N
1600,EWTX,"Edgewise Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
1601,EWZS,iShares MSCI Brazil Small-Cap ETF,G,N,N,100,Y,N
1602,EXAS,Exact Sciences Corporation - Common Stock,S,N,N,100,N,N
1603,EXC,Exelon Corporation - Common Stock,Q,N,N,100,N,N
1604,EXE,Expand Energy Corporation - Common Stock,Q,N,N,100,N,N
1605,EXEEL,Expand Energy Corporation - Class C Warrants,Q,N,N,100,N,N
1606,EXEEW,Expand Energy Corporation - Class A Warrants,S,N,N,100,N,N
1607,EXEEZ,Expand Energy Corporation - Class B Warrants,S,N,N,100,N,N
1608,EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100,N,N
1609,EXFY,"Expensify, Inc. - Class A Common Stock",Q,N,N,100,N,N
1610,EXLS,"ExlService Holdings, Inc. - Common Stock",Q,N,N,100,N,N
1611,EXOZ,eXoZymes Inc. - Common Stock,S,N,N,100,N,N
1612,EXPE,"Expedia Group, Inc. - Common Stock",Q,N,N,100,N,N
1613,EXPI,"eXp World Holdings, Inc. - Common Stock",G,N,N,100,N,N
1614,EXPO,"Exponent, Inc. - Common Stock",Q,N,N,100,N,N
1615,EXTR,"Extreme Networks, Inc. - Common Stock",Q,N,N,100,N,N
1616,EXUS,Nomura Focused International Core ETF,G,N,N,100,Y,N
1617,EYE,"National Vision Holdings, Inc. - Common Stock",Q,N,N,100,N,N
1618,EYEG,AB Corporate Bond ETF,G,N,N,100,Y,N
1619,EYPT,"EyePoint, Inc. - Common Stock",G,N,N,100,N,N
1620,EZGO,EZGO Technologies Ltd. - Ordinary Shares,S,N,N,100,N,N
1621,EZMO,AlphaDroid Broad Markets Momentum ETF,G,N,N,100,Y,N
1622,EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",Q,N,N,100,N,N
1623,EZRA,"Reliance Global Group, Inc. - Common Stock",S,N,D,100,N,N
1624,EZRAW,"Reliance Global Group, Inc. - Series A Warrants",S,N,N,100,N,N
1625,EZRO,AlphaDroid Defensive Sector Rotation ETF,G,N,N,100,Y,N
1626,FA,First Advantage Corporation - Common Stock,Q,N,N,100,N,N
1627,FAAR,First Trust Alternative Absolute Return Strategy ETF,G,N,N,100,Y,N
1628,FAB,First Trust Multi Cap Value AlphaDEX Fund,G,N,N,100,Y,N
1629,FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
1630,FACTU,FACT II Acquisition Corp. - Unit,G,N,N,100,N,N
1631,FACTW,FACT II Acquisition Corp. - Warrant,G,N,N,100,N,N
1632,FAD,First Trust Multi Cap Growth AlphaDEX Fund,G,N,N,100,Y,N
1633,FALN,iShares Fallen Angels USD Bond ETF,G,N,N,100,Y,N
1634,FAMI,"Farmmi, INC. - Ordinary Shares",S,N,N,100,N,N
1635,FANG,"Diamondback Energy, Inc. - Common Stock",Q,N,N,100,N,N
1636,FARM,Farmer Brothers Company - Common Stock,Q,N,N,100,N,N
1637,FAST,Fastenal Company - Common Stock,Q,N,N,100,N,N
1638,FAT,FAT Brands Inc. - Common Stock,S,N,D,100,N,N
1639,FATBB,FAT Brands Inc. - Class B Common Stock,S,N,D,100,N,N
1640,FATBP,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,S,N,D,100,N,N
1641,FATE,"Fate Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
1642,FATN,"FatPipe, Inc. - common stock",S,N,N,100,N,N
1643,FBGL,FBS Global Limited - Ordinary Shares,S,N,D,100,N,N
1644,FBIO,"Fortress Biotech, Inc. - Common Stock",S,N,N,100,N,N
1645,FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",S,N,N,100,N,N
1646,FBIZ,"First Business Financial Services, Inc. - Common Stock",Q,N,N,100,N,N
1647,FBL,GraniteShares 2x Long META Daily ETF,G,N,N,100,Y,N
1648,FBLA,"FB Bancorp, Inc. - Common Stock",S,N,N,100,N,N
1649,FBLG,"FibroBiologics, Inc. - Common Stock",S,N,D,100,N,N
1650,FBNC,First Bancorp - Common Stock,Q,N,N,100,N,N
1651,FBOT,Fidelity Disruptive Automation ETF,G,N,N,100,Y,N
1652,FBRX,"Forte Biosciences, Inc.  - Common Stock",S,N,N,100,N,N
1653,FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",G,N,N,100,N,N
1654,FBYDW,"Falcon's Beyond Global, Inc. - Warrants",S,N,N,100,N,N
1655,FBYY,GraniteShares YieldBOOST META ETF,G,N,N,100,Y,N
1656,FCA,First Trust China AlphaDEX Fund,G,N,N,100,Y,N
1657,FCAL,First Trust California Municipal High income ETF,G,N,N,100,Y,N
1658,FCAP,"First Capital, Inc. - Common Stock",S,N,N,100,N,N
1659,FCBC,"First Community Bankshares, Inc. - Common Stock",Q,N,N,100,N,N
1660,FCCO,First Community Corporation - Common Stock,S,N,N,100,N,N
1661,FCEF,First Trust Income Opportunities ETF,G,N,N,100,Y,N
1662,FCEL,"FuelCell Energy, Inc. - Common Stock",G,N,N,100,N,N
1663,FCFS,"FirstCash Holdings, Inc. - Common Stock",Q,N,N,100,N,N
1664,FCHL,Fitness Champs Holdings Limited - Ordinary Shares,S,N,D,100,N,N
1665,FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,10,N,N
1666,FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",Q,N,N,100,N,N
1667,FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100,N,N
1668,FCTE,SMI 3Fourteen Full-Cycle Trend ETF,G,N,N,100,Y,N
1669,FCUV,Focus Universal Inc. - Common Stock,S,N,N,100,N,N
1670,FCVT,First Trust SSI Strategic Convertible Securities ETF,G,N,N,100,Y,N
1671,FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",G,N,N,100,N,N
1672,FDCF,Fidelity Disruptive Communications ETF,G,N,N,100,Y,N
1673,FDFF,Fidelity Disruptive Finance ETF,G,N,N,100,Y,N
1674,FDIF,Fidelity Disruptors ETF,G,N,N,100,Y,N
1675,FDIG,Fidelity Crypto Industry and Digital Payments ETF,G,N,N,100,Y,N
1676,FDIV,MarketDesk Focused U.S. Dividend ETF,G,N,N,100,Y,N
1677,FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
1678,FDNI,First Trust Dow Jones International Internet ETF,G,N,N,100,Y,N
1679,FDRS,Founder-Led ETF,G,N,N,100,Y,N
1680,FDRX,Founder-Led 2X Daily ETF,G,N,N,100,Y,N
1681,FDSB,"Fifth District Bancorp, Inc. - Common Stock",S,N,N,100,N,N
1682,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,G,N,N,100,Y,N
1683,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,G,N,N,100,Y,N
1684,FDTX,Fidelity Disruptive Technology ETF,G,N,N,100,Y,N
1685,FDUS,Fidus Investment Corporation - Closed End Fund,Q,N,N,100,N,N
1686,FEAM,"5E Advanced Materials, Inc. - Common Stock",Q,N,N,100,N,N
