,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
4052,RNGTU,Range Capital Acquisition Corp II - Units,G,N,N,100,N,N
4053,RNGTW,Range Capital Acquisition Corp II - Warrants,G,N,N,100,N,N
4054,RNIN,Bushido Capital US SMID Cap Equity ETF,G,N,N,100,Y,N
4055,RNRG,Global X Renewable Energy Producers ETF,G,N,N,100,Y,N
4056,RNTX,"Rein Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
4057,RNW,ReNew Energy Global plc - Class A Shares,Q,N,N,100,N,N
4058,RNWWW,ReNew Energy Global plc - Warrant,Q,N,N,100,N,N
4059,RNXT,"RenovoRx, Inc. - Common Stock",S,N,D,100,N,N
4060,ROAD,"Construction Partners, Inc. - Common Stock",Q,N,N,100,N,N
4061,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,G,N,N,100,Y,N
4062,ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,N,N,100,N,N
4063,ROE,Astoria US Equal Weight Quality Kings ETF,G,N,N,100,Y,N
4064,ROIV,Roivant Sciences Ltd. - Common Shares,Q,N,N,100,N,N
4065,ROKU,"Roku, Inc. - Class A Common Stock",Q,N,N,100,N,N
4066,ROMA,Roma Green Finance Limited - Class A Ordinary Shares,S,N,N,100,N,N
4067,ROOT,"Root, Inc. - Common Stock",Q,N,N,100,N,N
4068,ROP,"Roper Technologies, Inc. - Common Stock",Q,N,N,40,N,N
4069,ROST,"Ross Stores, Inc. - Common Stock",Q,N,N,100,N,N
4070,RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100,N,N
4071,RPD,"Rapid7, Inc. - Common Stock",G,N,N,100,N,N
4072,RPGL,Republic Power Group Limited - Class A Ordinary Shares,S,N,D,100,N,N
4073,RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",S,N,N,100,N,N
4074,RPRX,Royalty Pharma plc - Class A Ordinary Shares,Q,N,N,100,N,N
4075,RPTX,Repare Therapeutics Inc. - Common Shares,Q,N,N,100,N,N
4076,RR,Richtech Robotics Inc. - Class B Common Stock,S,N,N,100,N,N
4077,RRBI,"Red River Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
4078,RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100,N,N
4079,RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,100,N,N
4080,RSSS,"Research Solutions, Inc - Common Stock",S,N,N,100,N,N
4081,RSVR,"Reservoir Media, Inc.. - Common Stock",G,N,N,100,N,N
4082,RSVRW,"Reservoir Media, Inc.. - Warrant",G,N,N,100,N,N
4083,RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares,G,N,N,100,N,N
4084,RTACU,Renatus Tactical Acquisition Corp I - Unit,G,N,N,100,N,N
4085,RTACW,Renatus Tactical Acquisition Corp I - Warrant,G,N,N,100,N,N
4086,RTH,VanEck Retail ETF,G,N,N,40,Y,N
4087,RTXG,Leverage Shares 2X Long RTX Daily ETF,G,N,N,100,Y,N
4088,RTYY,GraniteShares YieldBoost RIOT ETF,G,N,N,100,Y,N
4089,RUBI,Rubico Inc. - Common Stock,S,N,N,100,N,N
4090,RUM,Rumble Inc. - Class A Common Stock,G,N,N,100,N,N
4091,RUMBW,Rumble Inc. - Warrant,G,N,N,100,N,N
4092,RUN,Sunrun Inc. - Common Stock,Q,N,N,100,N,N
4093,RUNN,Running Oak Efficient Growth ETF,G,N,N,100,Y,N
4094,RUSC,Russell Investments U.S. Small Cap Equity ETF,G,N,N,100,Y,N
4095,RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100,N,N
4096,RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100,N,N
4097,RVMD,"Revolution Medicines, Inc. - Common Stock",Q,N,N,100,N,N
4098,RVMDW,"Revolution Medicines, Inc. - Warrant",Q,N,N,100,N,N
4099,RVNL,GraniteShares 2x Long RIVN Daily ETF,G,N,N,100,Y,N
4100,RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",S,N,D,100,N,N
4101,RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,100,N,N
4102,RVSN,Rail Vision Ltd. - Ordinary Shares,S,N,D,100,N,N
4103,RVSNW,Rail Vision Ltd. - Warrant,S,N,N,100,N,N
4104,RVYL,Ryvyl Inc. - Common Stock,S,N,N,100,N,N
4105,RWAY,Runway Growth Finance Corp. - Common Stock,Q,N,N,100,N,N
4106,RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027,Q,N,N,100,N,N
4107,RWAYZ,Runway Growth Finance Corp. - 8.00% Notes due 2027,Q,N,N,100,N,N
4108,RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100,N,N
4109,RXST,"RxSight, Inc. - Common Stock",G,N,N,100,N,N
4110,RXT,"Rackspace Technology, Inc. - Common Stock",Q,N,N,100,N,N
4111,RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,N,N,100,N,N
4112,RYET,Ruanyun Edai Technology Inc. - Ordinary shares,S,N,N,100,N,N
4113,RYM,"RYTHM, Inc. - Common Stock",S,N,N,100,N,N
4114,RYOJ,"rYojbaba Co., Ltd. - Common Shares",S,N,N,100,N,N
4115,RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N
4116,RZLT,"Rezolute, Inc. - Common Stock (NV)",S,N,N,100,N,N
4117,RZLV,Rezolve AI PLC - Ordinary Shares,G,N,N,100,N,N
4118,RZLVW,Rezolve AI PLC - Warrants,S,N,N,100,N,N
4119,SABR,Sabre Corporation - Common Stock,Q,N,N,100,N,N
4120,SABS,"SAB Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N
4121,SABSW,"SAB Biotherapeutics, Inc. - Warrant",S,N,N,100,N,N
4122,SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N
4123,SAFX,"XCF Global, Inc. - Class A Common Stock",S,N,D,100,N,N
4124,SAGT,SAGTEC GLOBAL LIMITED - Class A Ordinary shares,S,N,N,100,N,N
4125,SAIA,"Saia, Inc. - Common Stock",Q,N,N,40,N,N
4126,SAIC,Science Applications International Corporation - Common Stock,Q,N,N,100,N,N
4127,SAIH,SAIHEAT Limited - Class A Ordinary Shares,S,N,N,100,N,N
4128,SAIHW,SAIHEAT Limited - Warrant,S,N,N,100,N,N
4129,SAIL,"SailPoint, Inc. - Common Stock",Q,N,N,100,N,N
4130,SAMG,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100,N,N
4131,SANA,"Sana Biotechnology, Inc. - Common Stock",Q,N,N,100,N,N
4132,SANG,Sangoma Technologies Corporation - Common Shares,Q,N,N,100,N,N
4133,SANM,Sanmina Corporation - Common Stock,Q,N,N,100,N,N
4134,SARK,Tradr 1X Short Innovation Daily ETF,G,N,N,100,Y,N
4135,SATA,"Strive, Inc. - Variable Rate Series A Perpetual Preferred Stock",G,N,N,100,N,N
4136,SATG,Leverage Shares 2X Long SATS Daily ETF,G,N,N,100,Y,N
4137,SATL,Satellogic Inc. - Class A Common Stock,S,N,N,100,N,N
4138,SATLW,Satellogic Inc. - Warrant,S,N,N,100,N,N
4139,SATS,EchoStar Corporation - Common stock,Q,N,N,100,N,N
4140,SAVA,"Cassava Sciences, Inc. - Common Stock",S,N,N,100,N,N
4141,SBAC,SBA Communications Corporation - Class A Common Stock,Q,N,N,100,N,N
4142,SBC,SBC Medical Group Holdings Incorporated - Common Stock,G,N,N,100,N,N
4143,SBCF,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100,N,N
4144,SBCWW,SBC Medical Group Holdings Incorporated - Warrants,S,N,N,100,N,N
4145,SBET,"SharpLink Gaming, Inc. - Common Stock",S,N,N,100,N,N
4146,SBFG,"SB Financial Group, Inc. - Common Stock",S,N,N,100,N,N
4147,SBFM,Sunshine Biopharma Inc. - Common stock,S,N,N,100,N,N
4148,SBFMW,Sunshine Biopharma Inc. - Warrant,S,N,N,100,N,N
4149,SBGI,"Sinclair, Inc. - Class A Common Stock",Q,N,N,100,N,N
4150,SBLK,Star Bulk Carriers Corp. - Common Shares,Q,N,N,100,N,N
4151,SBLX,"StableX Technologies, Inc. - Common Stock",S,N,N,100,N,N
4152,SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,N,N,100,N,N
4153,SBU,Leverage Shares 2X Long SBUX Daily ETF,G,N,N,100,Y,N
4154,SBUX,Starbucks Corporation - Common Stock,Q,N,N,100,N,N
4155,SCAG,Scage Future - American Depositary Shares,G,N,N,100,N,N
4156,SCAGW,Scage Future - Warrants,S,N,N,100,N,N
4157,SCDS,JPMorgan Fundamental Data Science Small Core ETF,G,N,N,100,Y,N
4158,SCHL,Scholastic Corporation - Common Stock,Q,N,N,100,N,N
4159,SCII,SC II Acquisition Corp. - Class A ordinary share,G,N,N,100,N,N
4160,SCIIR,SC II Acquisition Corp. - Rights,G,N,N,100,N,N
4161,SCIIU,SC II Acquisition Corp. - Units,G,N,N,100,N,N
4162,SCKT,"Socket Mobile, Inc. - Common Stock",S,N,N,100,N,N
4163,SCLS,Stoneport Advisors Commodity Long Short ETF,G,N,N,100,Y,N
4164,SCLX,Scilex Holding Company - Common Stock,S,N,N,100,N,N
4165,SCLXW,Scilex Holding Company - Warrant,S,N,N,100,N,N
4166,SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares,S,N,N,100,N,N
4167,SCNX,"Scienture Holdings, Inc. - Common Stock",S,N,D,100,N,N
4168,SCOR,"comScore, Inc. - Common Stock",Q,N,N,100,N,N
4169,SCPQU,Social Commerce Partners Corporation - Unit,G,N,N,100,N,N
4170,SCSC,"ScanSource, Inc. - Common Stock",Q,N,N,100,N,N
4171,SCVL,"Shoe Carnival, Inc. - Common Stock",Q,N,N,100,N,N
4172,SCWO,374Water Inc. - common stock,S,N,N,100,N,N
4173,SCYX,"SCYNEXIS, Inc. - Common Stock",S,N,D,100,N,N
4174,SCZ,iShares MSCI EAFE Small-Cap ETF,G,N,N,100,Y,N
4175,SCZM,Santacruz Silver Mining Ltd. - Common Shares,S,N,N,100,N,N
4176,SDA,SunCar Technology Group Inc. - Ordinary Shares,S,N,N,100,N,N
4177,SDAWW,SunCar Technology Group Inc. - Warrant,S,N,N,100,N,N
4178,SDG,iShares MSCI Global Sustainable Development Goals ETF,G,N,N,100,Y,N
4179,SDGR,"Schrodinger, Inc. - Common Stock",Q,N,N,100,N,N
4180,SDHI,Siddhi Acquisition Corp - Class A Common stock,G,N,N,100,N,N
4181,SDHIR,Siddhi Acquisition Corp - Right,G,N,N,100,N,N
4182,SDHIU,Siddhi Acquisition Corp - Unit,G,N,N,100,N,N
4183,SDM,Smart Digital Group Limited - Ordinary Shares,S,N,N,100,N,N
4184,SDOT,Sadot Group Inc. - Common Stock,S,N,D,100,N,N
4185,SDSI,American Century Short Duration Strategic Income ETF,G,N,N,100,Y,N
4186,SDST,Stardust Power Inc. - Common Stock,S,N,N,100,N,N
4187,SDSTW,Stardust Power Inc. - Warrant,S,N,N,100,N,N
4188,SDTY,YieldMax S&P 500 0DTE Covered Call Strategy ETF,G,N,N,100,Y,N
4189,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,G,N,N,100,Y,N
4190,SEAT,Vivid Seats Inc. - Class A common stock,Q,N,N,100,N,N
4191,SEATW,Vivid Seats Inc. - Warrant,Q,N,N,100,N,N
4192,SEDG,"SolarEdge Technologies, Inc. - Common Stock",Q,N,N,100,N,N
4193,SEED,Origin Agritech Limited - Ordinary Shares,S,N,N,100,N,N
4194,SEEM,SEI Select Emerging Markets Equity ETF,G,N,N,100,Y,N
4195,SEER,"Seer, Inc. - Class A Common Stock",Q,N,N,100,N,N
4196,SEGG,"Lottery.com, Inc. - Common Stock",G,N,N,100,N,N
4197,SEIC,SEI Investments Company - Common Stock,Q,N,N,100,N,N
4198,SEIE,SEI Select International Equity ETF,G,N,N,100,Y,N
4199,SEIS,SEI Select Small Cap ETF,G,N,N,100,Y,N
4200,SELF,"Global Self Storage, Inc. - Common Stock",S,N,N,100,N,N
4201,SELX,Semilux International Ltd. - Ordinary Shares,S,N,D,100,N,N
4202,SEMY,GraniteShares YieldBOOST Semiconductor ETF,G,N,N,100,Y,N
4203,SENEA,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100,N,N
4204,SENEB,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100,N,N
4205,SENS,"Senseonics Holdings, Inc. - Common Stock",Q,N,N,100,N,N
4206,SEPN,"Septerna, Inc. - Common Stock",G,N,N,100,N,N
4207,SERA,"Sera Prognostics, Inc. - Class A Common Stock",G,N,N,100,N,N
4208,SERV,Serve Robotics Inc. - Common Stock,S,N,N,100,N,N
4209,SETM,Sprott Critical Materials ETF,G,N,N,100,Y,N
4210,SEV,Aptera Motors Corp. - Class B Common Stock,S,N,N,100,N,N
4211,SEVN,Seven Hills Realty Trust  - Common Stock,S,N,N,100,N,N
4212,SEZL,Sezzle Inc. - Common Stock,S,N,N,100,N,N
4213,SFBC,"Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100,N,N
4214,SFD,"Smithfield Foods, Inc. - Common Stock",Q,N,N,100,N,N
4215,SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,S,N,D,100,N,N
4216,SFIX,"Stitch Fix, Inc. - Class A Common Stock",Q,N,N,100,N,N
4217,SFLO,VictoryShares Small Cap Free Cash Flow ETF,G,N,N,100,Y,N
4218,SFM,"Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100,N,N
4219,SFNC,Simmons First National Corporation - Common Stock,Q,N,N,100,N,N
4220,SFST,"Southern First Bancshares, Inc. - Common Stock",G,N,N,100,N,N
4221,SFWL,Shengfeng Development Limited - Class A Ordinary Shares,S,N,N,100,N,N
4222,SGA,"Saga Communications, Inc. - Class A Common Stock",G,N,N,100,N,N
4223,SGC,"Superior Group of Companies, Inc. - Common Stock",G,N,N,100,N,N
4224,SGHT,"Sight Sciences, Inc. - Common Stock",Q,N,N,100,N,N
4225,SGLY,Singularity Future Technology Ltd. - Common Stock,S,N,D,100,N,N
4226,SGML,Sigma Lithium Corporation - common shares,S,N,N,100,N,N
4227,SGMO,"Sangamo Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
4228,SGMT,Sagimet Biosciences Inc. - Series A Common Stock,G,N,N,100,N,N
4229,SGRP,"SPAR Group, Inc. - Common Stock",S,N,D,100,N,N
4230,SGRY,"Surgery Partners, Inc. - Common Stock",Q,N,N,100,N,N
4231,SHBI,"Shore Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
4232,SHC,Sotera Health Company - Common Stock,Q,N,N,100,N,N
4233,SHEN,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100,N,N
4234,SHFS,"SHF Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N
4235,SHFSW,"SHF Holdings, Inc. - Warrants",S,N,N,100,N,N
4236,SHIM,Shimmick Corporation - Common Stock,S,N,N,100,N,N
4237,SHIP,Seanergy Maritime Holdings Corp. - Common Stock,S,N,N,100,N,N
4238,SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",G,N,N,100,N,N
4239,SHMD,SCHMID Group N.V. - Class A Ordinary Shares,G,N,E,100,N,N
4240,SHMDW,SCHMID Group N.V. - Warrants,S,N,E,100,N,N
4241,SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100,N,N
4242,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,Q,N,N,100,N,N
4243,SHPD,Direxion Daily SHOP Bear 1X ETF,G,N,N,100,Y,N
4244,SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",S,N,N,100,N,N
4245,SHPU,Direxion Daily SHOP Bull 2X ETF,G,N,N,100,Y,N
4246,SHRY,First Trust Bloomberg Shareholder Yield ETF,G,N,N,100,Y,N
4247,SHV,iShares 0-1 Year Treasury Bond ETF,G,N,N,100,Y,N
4248,SHY,iShares 1-3 Year Treasury Bond ETF,G,N,N,100,Y,N
4249,SIBN,"SI-BONE, Inc. - Common Stock",G,N,N,100,N,N
4250,SIDU,"Sidus Space, Inc. - Class A Common Stock",S,N,N,100,N,N
4251,SIEB,Siebert Financial Corp. - Common Stock,S,N,N,100,N,N
4252,SIFY,Sify Technologies Limited - American Depository Shares,S,N,N,100,N,N
4253,SIGA,SIGA Technologies Inc. - Common Stock,G,N,N,100,N,N
4254,SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N
4255,SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",Q,N,N,100,N,N
4256,SILC,Silicom Ltd - Ordinary Shares,Q,N,N,100,N,N
4257,SILO,"Silo Pharma, Inc. - Common Stock",S,N,D,100,N,N
4258,SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N
4259,SIMAU,SIM Acquisition Corp. I - Unit,G,N,N,100,N,N
4260,SIMAW,SIM Acquisition Corp. I - Warrant,G,N,N,100,N,N
4261,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,100,N,N
4262,SINT,"SiNtx Technologies, Inc. - Common Stock",S,N,N,100,N,N
4263,SION,"Sionna Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
4264,SIRI,SiriusXM Holdings Inc. - Common Stock,Q,N,N,100,N,N
4265,SITM,SiTime Corporation - Common Stock,G,N,N,40,N,N
4266,SIXG,Defiance Connective Technologies ETF,G,N,N,100,Y,N
4267,SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,S,N,D,100,N,N
4268,SJCP,SanJac Alpha Core Plus Bond ETF,G,N,N,100,Y,N
4269,SJLD,SanJac Alpha Low Duration ETF,G,N,N,100,Y,N
4270,SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,S,N,N,100,N,N
4271,SKIN,The Beauty Health Company - Class A Common Stock,S,N,N,100,N,N
4272,SKK,SKK Holdings Limited - Ordinary Shares,S,N,D,100,N,N
4273,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,G,N,N,100,Y,N
4274,SKRE,Tuttle Capital Daily 2X Inverse Regional Banks ETF,G,N,N,100,Y,N
4275,SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N
4276,SKYE,"Skye Bioscience, Inc. - Common Stock",G,N,N,100,N,N
4277,SKYQ,Sky Quarry Inc. - Common Stock,S,N,D,100,N,N
4278,SKYT,"SkyWater Technology, Inc. - Common Stock",S,N,N,100,N,N
4279,SKYU,ProShares Ultra Cloud Computing,G,N,N,100,Y,N
4280,SKYW,"SkyWest, Inc. - Common Stock",Q,N,N,100,N,N
4281,SKYX,SKYX Platforms Corp. - Common Stock,S,N,N,100,N,N
4282,SKYY,First Trust Cloud Computing ETF,G,N,N,100,Y,N
4283,SLAB,"Silicon Laboratories, Inc. - Common Stock",Q,N,N,100,N,N
4284,SLDB,Solid Biosciences Inc. - Common Stock,Q,N,N,100,N,N
4285,SLDE,"Slide Insurance Holdings, Inc. - Common Stock",Q,N,N,100,N,N
4286,SLDP,"Solid Power, Inc. - Class A Common Stock",Q,N,N,100,N,N
4287,SLDPW,"Solid Power, Inc. - Warrant",Q,N,N,100,N,N
4288,SLE,"Super League Enterprise, Inc. - Common Stock",S,N,N,100,N,N
4289,SLGB,Smart Logistics Global Limited - Ordinary Shares,S,N,N,100,N,N
4290,SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,S,N,N,100,N,N
4291,SLM,SLM Corporation - Common Stock,Q,N,N,100,N,N
4292,SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,N,N,100,N,N
4293,SLMT,Brera Holdings PLC - Class B Ordinary Shares,S,N,N,100,N,N
4294,SLN,Silence Therapeutics Plc - American Depository Share,G,N,N,100,N,N
4295,SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100,N,N
4296,SLNH,"Soluna Holdings, Inc. - Common Stock",S,N,N,100,N,N
4297,SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",S,N,N,100,N,N
4298,SLNO,"Soleno Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
4299,SLP,"Simulations Plus, Inc. - Common Stock",Q,N,N,100,N,N
4300,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,G,N,N,100,Y,N
4301,SLRC,SLR Investment Corp. - Closed End Fund,Q,N,N,100,N,N
4302,SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",S,N,N,100,N,N
4303,SLSN,"Solesence, Inc. - Common stock",S,N,N,100,N,N
4304,SLVO,"ETRACS Silver Shares Covered Call ETNs due April 21, 2033",G,N,N,100,Y,N
4305,SLVR,Sprott Silver Miners & Physical Silver ETF,G,N,N,100,Y,N
4306,SLXN,Silexion Therapeutics Corp - Ordinary Shares,S,N,N,100,N,N
4307,SLXNW,Silexion Therapeutics Corp - Warrant,S,N,N,100,N,N
4308,SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",G,N,N,100,N,N
4309,SMCC,Defiance Leveraged Long + Income SMCI ETF,G,N,N,100,Y,N
4310,SMCF,Themes US Small Cap Cash Flow Champions ETF,G,N,N,100,Y,N
4311,SMCI,"Super Micro Computer, Inc. - Common Stock",Q,N,N,100,N,N
4312,SMCL,GraniteShares 2x Long SMCI Daily ETF,G,N,N,100,Y,N
4313,SMCO,Hilton Small-MidCap Opportunity ETF,G,N,N,100,Y,N
4314,SMCX,Defiance Daily Target 2X Long SMCI ETF,G,N,N,100,Y,N
4315,SMCZ,Defiance Daily Target 2X Short SMCI ETF,G,N,N,100,Y,N
4316,SMH,VanEck Semiconductor ETF,G,N,N,40,Y,N
4317,SMHX,VanEck Fabless Semiconductor ETF,G,N,N,100,Y,N
4318,SMID,Smith-Midland Corporation - Common Stock,S,N,N,100,N,N
4319,SMMT,Summit Therapeutics Inc.  - Common Stock,G,N,N,100,N,N
4320,SMOM,Symmetry Panoramic Sector Momentum ETF,G,N,N,100,Y,N
4321,SMPL,The Simply Good Foods Company - Common Stock,S,N,N,100,N,N
4322,SMRI,Bushido Capital US Equity ETF,G,N,N,100,Y,N
4323,SMSI,"Smith Micro Software, Inc. - Common Stock",S,N,D,100,N,N
4324,SMST,Defiance Daily Target 2x Short MSTR ETF,G,N,N,100,Y,N
4325,SMTC,Semtech Corporation - Common Stock,Q,N,N,100,N,N
4326,SMTI,Sanara MedTech Inc. - Common Stock,S,N,N,100,N,N
4327,SMTK,"SmartKem, Inc. - Common Stock",S,N,D,100,N,N
4328,SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,S,N,N,100,N,N
4329,SMXT,Solarmax Technology Inc. - Common Stock,S,N,N,100,N,N
4330,SMXWW,SMX (Security Matters) Public Limited Company - Warrant,S,N,N,100,N,N
4331,SMYY,GraniteShares YieldBOOST SMCI ETF,G,N,N,100,Y,N
4332,SNAG,Leverage Shares 2x Long SNAP Daily ETF,G,N,N,100,Y,N
4333,SNAL,"Snail, Inc. - Class A Common Stock",S,N,D,100,N,N
4334,SNBR,Sleep Number Corporation - Common Stock,Q,N,N,100,N,N
4335,SNCR,"Synchronoss Technologies, Inc. - Common Stock",S,N,N,100,N,N
4336,SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",Q,N,N,100,N,N
4337,SND,"Smart Sand, Inc. - Common Stock",Q,N,N,100,N,N
4338,SNDK,Sandisk Corporation - Common Stock,Q,N,N,100,N,N
4339,SNDL,SNDL Inc. - Common Shares,S,N,N,100,N,N
4340,SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N
4341,SNES,"SenesTech, Inc. - Common Stock",S,N,N,100,N,N
4342,SNEX,StoneX Group Inc. - Common Stock,Q,N,N,100,N,N
4343,SNFCA,Security National Financial Corporation - Class A Common Stock,G,N,N,100,N,N
4344,SNGX,"Soligenix, Inc. - Common Stock",S,N,N,100,N,N
4345,SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N
4346,SNPS,"Synopsys, Inc. - Common Stock",Q,N,N,40,N,N
4347,SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N
4348,SNSR,Global X Internet of Things ETF,G,N,N,100,Y,N
4349,SNT,Senstar Technologies Corporation - Common Shares,G,N,N,100,N,N
4350,SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,S,N,N,100,N,N
4351,SNTI,"Senti Biosciences, Inc.  - Common Stock",S,N,N,100,N,N
4352,SNWV,"SANUWAVE Health, Inc. - Common Stock",G,N,N,100,N,N
4353,SNY,Sanofi - American Depositary Shares,Q,N,N,100,N,N
4354,SNYR,Synergy CHC Corp. - Common Stock,S,N,N,100,N,N
4355,SOBR,"SOBR Safe, Inc. - Common Stock",S,N,N,100,N,N
4356,SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N
4357,SOCAU,Solarius Capital Acquisition Corp. - Units,G,N,N,100,N,N
4358,SOCAW,Solarius Capital Acquisition Corp. - Warrant,G,N,N,100,N,N
4359,SOCL,Global X Social Media ETF,G,N,N,100,Y,N
4360,SOFI,"SoFi Technologies, Inc.  - Common Stock",Q,N,N,100,N,N
4361,SOFX,Defiance Daily Target 2X Long SOFI ETF,G,N,N,100,Y,N
4362,SOGP,Sound Group Inc. - American Depositary Shares,S,N,N,100,N,N
4363,SOHO,Sotherly Hotels Inc. - Common Stock,S,N,N,100,N,N
4364,SOHOB,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,G,N,N,100,N,N
4365,SOHON,Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,G,N,N,100,N,N
4366,SOHOO,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,G,N,N,100,N,N
4367,SOHU,Sohu.com Limited  - American Depositary Shares,Q,N,N,100,N,N
4368,SOLC,Canary Marinade Solana ETF,G,N,N,100,Y,N
4369,SOLS,Solstice Advanced Materials Inc. - Common Stock,Q,N,N,100,N,N
4370,SOLT,2x Solana ETF,G,N,N,100,Y,N
4371,SOLZ,Solana ETF,G,N,N,100,Y,N
4372,SONM,"Sonim Technologies, Inc. - Common Stock",S,N,D,100,N,N
4373,SONO,"Sonos, Inc. - Common Stock",Q,N,N,100,N,N
4374,SOPA,Society Pass Incorporated - Common Stock,S,N,N,100,N,N
4375,SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,N,N,100,N,N
4376,SORA,AsiaStrategy - Ordinary Shares,S,N,N,100,N,N
4377,SORNU,Soren Acquisition Corp. - Unit,G,N,N,100,N,N
4378,SOTK,Sono-Tek Corporation - Common Stock,S,N,N,100,N,N
4379,SOUN,"SoundHound AI, Inc. - Class A Common Stock",G,N,N,100,N,N
4380,SOUNW,"SoundHound AI, Inc. - Warrant",G,N,N,100,N,N
4381,SOUX,Defiance Daily Target 2X Long SOUN ETF,G,N,N,100,Y,N
4382,SOWG,Sow Good Inc. - Common Stock,S,N,D,100,N,N
4383,SOXQ,Invesco PHLX Semiconductor ETF,G,N,N,100,Y,N
4384,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,G,N,N,40,Y,N
4385,SPAI,Safe Pro Group Inc. - Common Stock,S,N,N,100,N,N
4386,SPAM,Themes Cybersecurity ETF,G,N,N,100,Y,N
4387,SPAQ,Horizon Kinetics SPAC Active ETF,G,N,N,100,Y,N
4388,SPBC,Simplify US Equity PLUS Bitcoin Strategy ETF,G,N,N,100,Y,N
